review,rating,date,bank,source
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,BOA,Google Play
This app is very wonderful,5,2024-04-24,BOA,Google Play
It is not working at all.,1,2024-04-24,BOA,Google Play
To slow,1,2024-04-23,BOA,Google Play
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,BOA,Google Play
In Ethiopia pest Bank,5,2024-04-23,BOA,Google Play
It is not working,1,2024-04-23,BOA,Google Play
Only problem is often it has connectivity issues.,5,2024-04-23,BOA,Google Play
Not bad but please make it lite pls,1,2024-04-23,BOA,Google Play
"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,BOA,Google Play
I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,BOA,Google Play
Bank Of Abyssina,5,2024-04-22,BOA,Google Play
very fast also nice app i love it,5,2024-04-22,BOA,Google Play
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,BOA,Google Play
Not reliable always with some issues,1,2024-04-22,BOA,Google Play
Right one,1,2024-04-21,BOA,Google Play
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,BOA,Google Play
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,BOA,Google Play
"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,BOA,Google Play
"This app is awesome, I like the features",5,2024-04-21,BOA,Google Play
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,BOA,Google Play
Very very bad app,1,2024-04-21,BOA,Google Play
Not work this app ...what is the problem,1,2024-04-20,BOA,Google Play
the new updated app exception handling for connection fluctuations is so exhausting which lead users to login repeated times.,1,2024-04-20,BOA,Google Play
"Some problem this app,",1,2024-04-20,BOA,Google Play
It keeps on crashing,1,2024-04-20,BOA,Google Play
poor performance,1,2024-04-20,BOA,Google Play
It's good app tnx for u new update it's very easy to using this app they add some future tnx Abyssinia bank,5,2024-04-18,BOA,Google Play
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,BOA,Google Play
Now am confused upgrade or downgrade 🤔,1,2024-04-17,BOA,Google Play
Vary good app,5,2024-04-15,BOA,Google Play
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,BOA,Google Play
Its good,5,2024-04-13,BOA,Google Play
it's so slow app please fix it,2,2024-04-13,BOA,Google Play
It crash always,4,2024-04-13,BOA,Google Play
The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,BOA,Google Play
"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,BOA,Google Play
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play
Why u do that hh,2,2024-04-13,BOA,Google Play
Abissiniya bank one of the best for giving the future,5,2024-04-12,BOA,Google Play
This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,5,2024-04-12,BOA,Google Play
"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,BOA,Google Play
Simplify your life by using the Abyssinia app I like it because it is comfortable and safe,5,2024-04-11,BOA,Google Play
"General, when I considered from other banks, this bank is unique",4,2024-04-11,BOA,Google Play
wow its so attractive,5,2024-04-09,BOA,Google Play
Yet another useless app,1,2024-04-09,BOA,Google Play
Great apps,5,2024-04-06,BOA,Google Play
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,BOA,Google Play
OTP should be inserted manually. not working on my phone,2,2024-04-02,BOA,Google Play
"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02,BOA,Google Play
What's wrong with app suddenly stoped to open?,1,2024-03-25,BOA,Google Play
Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23,BOA,Google Play
Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,BOA,Google Play
Wow! Thanks BoA,5,2024-03-22,BOA,Google Play
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,BOA,Google Play
I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,1,2024-03-22,BOA,Google Play
When writing amounts z app cannot insert deceimasl so that one cannot transact amounts involving cents !!! A finnacial app to be released without this feature being checked !!!,3,2024-03-20,BOA,Google Play
BOA mobile the best App,5,2024-03-20,BOA,Google Play
worst banking app i have ever used. Try to modify it,2,2024-03-19,BOA,Google Play
The application is extremely slow.,1,2024-03-16,BOA,Google Play
I couldn't transfer because of bug's its annoying for a bank app nots acceptable,1,2024-03-15,BOA,Google Play
"It was a very nice app and was exemplary to other banks, but I am experiencing difficulties in transfering transactions and thinking to leave Abyssinia? What would you advise me. ወጣ ወጣና ሆነእኮ ነገሩ።",5,2024-03-14,BOA,Google Play
This app is a good app,5,2024-03-14,BOA,Google Play
It's good Rate app,5,2024-03-12,BOA,Google Play
Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,BOA,Google Play
It's bad,1,2024-03-09,BOA,Google Play
Berry good,5,2024-03-08,BOA,Google Play
It's not fast to use,3,2024-03-08,BOA,Google Play
A little faster than before . Thanks,5,2024-03-05,BOA,Google Play
Application,5,2024-03-05,BOA,Google Play
The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,BOA,Google Play
Was good at first but now i couldn't reach my apollo account in the mobile banking app,1,2024-03-03,BOA,Google Play
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,BOA,Google Play
Always crashes,1,2024-03-01,BOA,Google Play
Best version of boa apps,1,2024-03-01,BOA,Google Play
"Its amazing and easy to use , but from these two past days it crashes and tells me ""there is not enough connectivity"" while my internet was good enough , and i can't open it anymore !! Fix this proplem ASAP.",5,2024-03-01,BOA,Google Play
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,BOA,Google Play
The worse app I have ever seen.,1,2024-03-01,BOA,Google Play
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,BOA,Google Play
More interactive and easy to use mobile app👌,5,2024-02-29,BOA,Google Play
Thank you for wasting my time Abyssinia.,1,2024-02-26,BOA,Google Play
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,BOA,Google Play
Very Interesting,5,2024-02-24,BOA,Google Play
User friendly at it's best with the best security option.,5,2024-02-24,BOA,Google Play
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,BOA,Google Play
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,BOA,Google Play
Worst application I ever used,1,2024-02-23,BOA,Google Play
Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,BOA,Google Play
It is easy to use and very fast app,5,2024-02-23,BOA,Google Play
It is better than before and i like it,5,2024-02-22,BOA,Google Play
It good app,4,2024-02-22,BOA,Google Play
Abyssinian mobile banking the latest one,5,2024-02-22,BOA,Google Play
The receipt download option is very convenient.,5,2024-02-22,BOA,Google Play
I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,BOA,Google Play
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,BOA,Google Play
Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,BOA,Google Play
"Its nice platform when i compare with the previous version! But, when i try to use mobile banking the app states use the updated one! As it orders, i updated BOA from playstore, when i try to use mobile banking on the following day the same thing-update from the playstore!!!!",5,2024-02-20,BOA,Google Play
Very Fast And attractive App,5,2024-02-20,BOA,Google Play
It's good app,5,2024-02-20,BOA,Google Play
The app got a better features and easy to use.,5,2024-02-20,BOA,Google Play
Thes is nise app,5,2024-02-19,BOA,Google Play
I have a great experience using this App,5,2024-02-19,BOA,Google Play
Best app but after the update the screenshot not working,4,2024-02-19,BOA,Google Play
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,BOA,Google Play
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,BOA,Google Play
It doesnt send birr immediately to anything,1,2024-02-17,BOA,Google Play
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,BOA,Google Play
"Horrible, your apps are getting worse and worse",1,2024-02-16,BOA,Google Play
good app,5,2024-02-16,BOA,Google Play
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,BOA,Google Play
I can't use it anymore,3,2024-02-16,BOA,Google Play
update ካረኩት ቡሃላ screenshot አላስቀምጥም ብሏል። ግን screenshot ማንሳት ጀምሯል,4,2024-02-15,BOA,Google Play
Very good app its easy to use,5,2024-02-15,BOA,Google Play
Its very slow and fail to load any transaction,2,2024-02-15,BOA,Google Play
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,BOA,Google Play
Boring,1,2024-02-14,BOA,Google Play
Very good app!!,5,2024-02-14,BOA,Google Play
"Was working fine for 2 days then Error the request was not successful please check your connectivity or try again my connection works perfectly i reinstalled the app called support multiple times all of them said it's a system problem be patient it has been a week since then, called again they even dared to say the problem is your phone restart it which i did but still the same other banking apps work perfectly but this my experience with this app, horrible the whole system is bad",1,2024-02-14,BOA,Google Play
The keyboard not Working please fix it,1,2024-02-13,BOA,Google Play
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,BOA,Google Play
You should include manual OTP input!,1,2024-02-13,BOA,Google Play
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,BOA,Google Play
"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",1,2024-02-12,BOA,Google Play
App good. how money transfer tele birr agents,1,2024-02-12,BOA,Google Play
BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12,BOA,Google Play
"Wow, that's an awesome app",4,2024-02-11,BOA,Google Play
"I sm a big fan of BOA , but the mobile banking is so trashy( sorry but its the best word to discribe it).... please buy a good server ....it always show blank age after login slecially on sundays it does not work at all...the new update has a good UI but has same respose problem ....",3,2024-02-11,BOA,Google Play
this app doesn't fit the bank,1,2024-02-10,BOA,Google Play
The updated version is nice one BOA always #1 bank,5,2024-02-10,BOA,Google Play
"As usual the app is ok, but this time i can't update it normally. It lags at 99% all the time. Hope it's fixable.",4,2024-02-10,BOA,Google Play
You have made a great application that is easy to use,4,2024-02-08,BOA,Google Play
More easy and secure fast app than previous one,5,2024-02-08,BOA,Google Play
It's much better now effoyee...,5,2024-02-06,BOA,Google Play
"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,BOA,Google Play
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,BOA,Google Play
Easy and very nice app to load more than the previouse,5,2024-02-06,BOA,Google Play
I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,BOA,Google Play
To FCC,5,2024-02-05,BOA,Google Play
"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",5,2024-02-05,BOA,Google Play
Much better and easy to access then the last boa app,5,2024-02-05,BOA,Google Play
Not working properly always loading !,3,2024-02-04,BOA,Google Play
Tnx for updating the app its easy and fadt,5,2024-02-04,BOA,Google Play
I think this one is better than the prvious one much faster but try to make it more faster like nib and cbe specially nib bake their app is very nice but the bank is not anyways good job on this one,5,2024-02-04,BOA,Google Play
"One of the weakness in BOA is it's mobile App. I hope this will address some of them, but it is very critical to work on modernizing and ensuring the security of it's mobile banking system in this digitalized world",3,2024-02-04,BOA,Google Play
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,BOA,Google Play
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,BOA,Google Play
I don't have words for your great work.. Really Good .what i like the most is the screenshots features is included which gives you the transactions detail ...Great Work...KEEP IT UP !!??,5,2024-02-03,BOA,Google Play
A massive improvement from the previous app. More modern and actually works,5,2024-02-03,BOA,Google Play
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play
very good for this app,5,2025-05-31,Dashen,Google Play
top,5,2025-05-31,Dashen,Google Play
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play
wow to it saff and this app,5,2025-05-30,Dashen,Google Play
it too slow,3,2025-05-29,Dashen,Google Play
real life changer,5,2025-05-28,Dashen,Google Play
useless app ever loading take long,1,2025-05-27,Dashen,Google Play
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play
very useful App,1,2025-05-26,Dashen,Google Play
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,Google Play
very Nice,5,2025-05-23,Dashen,Google Play
its best,5,2025-05-23,Dashen,Google Play
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play
Amazing Application...,5,2025-05-16,Dashen,Google Play
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play
its my choice,5,2025-05-15,Dashen,Google Play
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play
Totally amazing,5,2025-05-13,Dashen,Google Play
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,Google Play
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play
its the best ever,5,2025-05-08,Dashen,Google Play
excellent game changer App,5,2025-05-08,Dashen,Google Play
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play
yes i want dashen super open,5,2025-05-02,Dashen,Google Play
faster than this version,5,2025-05-01,Dashen,Google Play
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play
thank you,4,2025-04-30,Dashen,Google Play
great app,5,2025-04-30,Dashen,Google Play
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play
best of best,5,2025-04-29,Dashen,Google Play
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play
Very easy and Fast.,5,2025-04-24,Dashen,Google Play
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play
it is incredible product.,5,2025-04-23,Dashen,Google Play
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play
It is the best application!!!,5,2025-04-22,Dashen,Google Play
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play
its features are so dynamic,5,2025-04-22,Dashen,Google Play
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,Google Play
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,Google Play
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,Google Play
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,Google Play
the best Supper App ever,5,2025-04-22,Dashen,Google Play
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play
Dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,Google Play
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,Google Play
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,Google Play
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,Google Play
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,Google Play
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,Google Play
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,Google Play
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,Google Play
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen,Google Play
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,Google Play
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,Google Play
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,Google Play
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,Google Play
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,Google Play
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,Google Play
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,Google Play
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,Google Play
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,Google Play
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,Google Play
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,Google Play
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,Google Play
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,Google Play
what an App,5,2025-04-21,Dashen,Google Play
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,Google Play
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,Google Play
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,Google Play
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,Google Play
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,Google Play
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,Google Play
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,Google Play
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,Google Play
Better and inclusive app!,5,2025-04-21,Dashen,Google Play
Amazing Application,5,2025-04-21,Dashen,Google Play
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,Google Play
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,Google Play
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,Google Play
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,Google Play
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen,Google Play
